年月,陸の平均気圧(hPa),降水量(mm),平均気温(℃),平均湿度(%),平均風速(m/s),日照時間(h),降雪量(cm),平均雲量,雪日数
2017/12,1017.3,27.0,7.2,60.0,3.8,170.9,0.0,5.5,3.0
2018/1,1015.4,44.0,5.2,63.0,4.0,158.8,0.0,5.3,9.0
2018/2,1016.6,36.0,5.3,59.0,3.6,0.0,0.0,5.8,7.0
2018/3,1015.1,128.5,11.4,62.0,3.9,223.7,0.0,5.3,0.0
2018/4,1012.3,137.0,16.6,64.0,3.4,209.2,0.0,6.0,0.0
2018/5,1008.9,240.5,19.9,67.0,3.4,200.7,0.0,7.5,0.0
2018/6,1005.7,215.5,23.1,75.0,3.6,173.9,0.0,8.1,0.0
2018/7,1006.2,531.5,28.8,74.0,3.6,257.2,0.0,6.4,0.0
2018/8,1005.5,135.5,29.1,70.0,3.8,273.0,0.0,6.3,0.0
2018/9,1008.6,464.5,24.3,76.0,4.2,89.3,0.0,8.6,0.0
2018/10,1013.0,47.0,19.9,63.0,3.7,200.7,0.0,6.5,0.0
2018/11,1017.4,11.5,15.0,63.0,2.8,159.7,0.0,6.2,0.0
2018/12,1018.5,46.0,9.6,66.0,3.8,127.2,0.0,6.9,3.0
2019/1,1017.3,15.0,6.7,62.0,3.2,143.1,0.0,5.8,3.0
2019/2,1017.2,36.0,8.0,63.0,3.4,124.3,0.0,7.4,3.0
2019/3,1011.8,79.0,10.8,61.0,3.7,158.2,0.0,6.9,0.0
2019/4,1010.8,87.5,14.5,61.0,3.8,211.2,0.0,6.4,0.0
2019/5,1009.6,96.0,20.6,59.0,3.2,272.0,0.0,7.2,0.0
2019/6,1003.7,158.5,23.4,72.0,3.7,201.3,0.0,8.0,0.0
2019/7,1004.9,219.5,26.4,79.0,3.6,131.1,0.0,8.6,0.0
2019/8,1004.6,220.5,28.8,76.0,4.3,218.8,0.0,7.3,0.0
2019/9,1010.8,39.0,26.9,68.0,4.0,207.2,0.0,6.9,0.0
2019/10,1012.2,160.0,21.2,69.0,4.3,136.8,0.0,7.4,0.0
2019/11,1016.6,4.0,14.6,61.0,3.2,198.6,0.0,4.7,0.0
2019/12,1018.5,62.5,9.9,66.0,3.2,141.0,0.0,6.3,0.0
2020/1,1015.5,62.5,8.8,64.0,4.0,127.5,0.0,7.0,0.0
2020/2,1018.5,55.0,8.2,62.0,3.5,150.0,0.0,0.0,0.0
2020/3,1012.4,100.5,11.4,63.0,3.5,202.3,0.0,0.0,0.0
2020/4,1011.2,99.0,13.6,58.0,4.1,229.4,0.0,0.0,0.0
2020/5,1008.0,90.5,20.6,0.0,3.6,219.1,0.0,0.0,0.0
2020/6,1004.2,244.0,24.3,72.0,3.4,170.2,0.0,0.0,0.0
2020/7,1005.4,586.0,25.7,82.0,3.5,92.8,0.0,0.0,0.0
2020/8,1007.9,18.0,30.0,70.0,3.1,306.8,0.0,0.0,0.0
2020/9,1007.8,142.5,25.9,70.0,3.7,135.7,0.0,0.0,0.0
2020/10,1013.8,154.5,19.1,65.0,3.7,181.9,0.0,0.0,0.0
2020/11,1018.5,48.5,15.1,63.0,3.3,175.6,0.0,0.0,0.0
2020/12,1017.0,13.5,8.8,60.0,3.5,194.5,0.0,0.0,3.0
2021/1,1017.1,54.5,6.1,63.0,3.8,167.3,0.0,0.0,5.0
2021/2,1015.2,34.0,8.8,57.0,3.9,194.3,0.0,0.0,4.0
2021/3,1015.2,97.0,12.3,62.0,3.5,197.1,0.0,0.0,1.0
2021/4,1014.8,168.5,15.3,60.0,3.7,225.8,0.0,0.0,0.0
2021/5,1007.0,246.0,19.7,70.0,3.8,168.3,0.0,0.0,0.0
2021/6,1006.0,102.0,23.7,71.0,3.1,180.2,0.0,0.0,0.0
2021/7,1006.6,184.0,27.5,76.0,3.4,196.4,0.0,0.0,0.0
2021/8,1006.4,368.5,27.8,77.0,3.6,165.1,0.0,0.0,0.0
2021/9,1009.8,187.5,25.1,72.0,3.7,128.2,0.0,0.0,0.0
2021/10,1015.5,43.0,20.6,65.0,3.3,207.5,0.0,0.0,0.0
2021/11,1014.4,106.5,14.5,61.0,3.7,185.3,0.0,0.0,0.0
2021/12,1016.4,45.5,8.9,64.0,3.8,163.1,0.0,0.0,4.0
2022/1,1016.4,16.5,5.7,61.0,3.3,160.2,0.0,0.0,11.0
2022/2,1017.1,18.0,5.6,56.0,3.9,177.6,0.0,0.0,6.0
2022/3,1013.2,88.0,11.5,63.0,3.4,187.1,0.0,0.0,1.0
2022/4,1013.0,104.0,16.6,64.0,3.6,214.9,0.0,0.0,0.0
2022/5,1009.4,92.5,19.8,63.0,3.2,219.8,0.0,0.0,0.0
2022/6,1006.6,88.0,23.9,73.0,3.7,200.9,0.0,0.0,0.0
2022/7,1004.3,245.0,28.0,76.0,3.1,206.3,0.0,0.0,0.0
2022/8,1005.3,163.0,29.2,74.0,3.3,209.1,0.0,0.0,0.0
2022/9,1008.3,130.5,26.7,69.0,4.6,178.8,0.0,0.0,0.0
2022/10,1015.7,89.5,19.5,63.0,3.4,189.1,0.0,0.0,0.0
2022/11,1015.7,108.0,15.8,66.0,3.4,187.9,0.0,0.0,0.0
2022/12,1015.9,17.5,7.9,58.0,4.0,178.3,0.0,0.0,1.0
2023/1,1016.6,54.5,6.6,63.0,3.5,158.4,4.0,0.0,7.0
2023/2,1019.2,27.5,7.2,63.0,3.4,133.1,0.0,0.0,6.0
2023/3,1016.5,85.5,13.0,60.0,3.2,225.8,0.0,0.0,0.0
2023/4,1012.1,161.5,15.9,64.0,3.7,196.9,0.0,0.0,0.0
2023/5,1010.8,249.0,19.8,66.0,3.5,225.1,0.0,0.0,0.0
2023/6,1005.6,223.5,23.4,76.0,3.1,131.3,0.0,0.0,0.0
2023/7,1007.5,93.5,28.0,76.0,3.2,233.1,0.0,0.0,0.0
2023/8,1004.0,200.0,29.7,72.0,4.2,241.0,0.0,0.0,0.0
2023/9,1008.7,32.0,27.9,69.0,3.5,191.5,0.0,0.0,0.0
2023/10,1012.8,49.5,19.6,61.0,3.3,216.6,0.0,0.0,0.0
2023/11,1015.8,84.0,14.7,65.0,3.5,180.6,0.0,0.0,0.0
2023/12,1018.2,19.0,9.7,62.0,3.8,185.3,0.0,0.0,1.0
